		All Languages All Genres:		Counts:	23		Revenues:	0
		Genre:	Action	Counts:	2		Revenues:	0
		Genre:	Adventure	Counts:	2		Revenues:	0
		Genre:	Animation	Counts:	2		Revenues:	0
		Genre:	Comedy	Counts:	1		Revenues:	0
		Genre:	Crime	Counts:	2		Revenues:	0
		Genre:	Documentary	Counts:	11		Revenues:	0
		Genre:	Drama	Counts:	9		Revenues:	10
		Genre:	Family	Counts:	2		Revenues:	0
		Genre:	Foreign	Counts:	1		Revenues:	0
		Genre:	History	Counts:	1		Revenues:	0
		Genre:	Horror	Counts:	2		Revenues:	0
		Genre:	Mystery	Counts:	3		Revenues:	0
		Genre:	Romance	Counts:	2		Revenues:	0
		Genre:	Science Fiction	Counts:	5		Revenues:	0
		Genre:	Thriller	Counts:	4		Revenues:	0
		Language:	Deutsch	Counts:	1		Revenues:	0
		Language:	English	Counts:	16		Revenues:	0
		Language:	Español	Counts:	1		Revenues:	0
		Language:	Français	Counts:	1		Revenues:	0
		Language:	Italiano	Counts:	1		Revenues:	0
		Language:	Latviešu	Counts:	1		Revenues:	0
		Language:	Nederlands	Counts:	1		Revenues:	0
		Language:	فارسی	Counts:	1		Revenues:	0
1874		All Languages All Genres:		Counts:	1		Revenues:	0
1874		Genre:	Documentary	Counts:	1		Revenues:	0
1874		Language:	No Language	Counts:	1		Revenues:	0
1878		All Languages All Genres:		Counts:	1		Revenues:	0
1878		Genre:	Documentary	Counts:	1		Revenues:	0
1878		Language:	No Language	Counts:	1		Revenues:	0
1883		All Languages All Genres:		Counts:	1		Revenues:	0
1883		Genre:	Documentary	Counts:	1		Revenues:	0
1883		Language:	No Language	Counts:	1		Revenues:	0
1887		All Languages All Genres:		Counts:	1		Revenues:	0
1887		Genre:	Documentary	Counts:	1		Revenues:	0
1887		Language:	No Language	Counts:	1		Revenues:	0
1888		All Languages All Genres:		Counts:	2		Revenues:	0
1888		Genre:	Documentary	Counts:	2		Revenues:	0
1888		Language:	No Language	Counts:	2		Revenues:	0
1890		Genre:	Comedy	Counts:	1		Revenues:	0
1890		Genre:	Documentary	Counts:	1		Revenues:	0
1891		All Languages All Genres:		Counts:	4		Revenues:	0
1891		Genre:	Action	Counts:	1		Revenues:	0
1891		Genre:	Documentary	Counts:	5		Revenues:	0
1891		Language:	No Language	Counts:	4		Revenues:	0
1892		All Languages All Genres:		Counts:	3		Revenues:	0
1892		Genre:	Animation	Counts:	1		Revenues:	0
1892		Genre:	Comedy	Counts:	1		Revenues:	0
1892		Language:	No Language	Counts:	3		Revenues:	0
1893		All Languages All Genres:		Counts:	1		Revenues:	0
1893		Genre:	Drama	Counts:	1		Revenues:	0
1893		Language:	No Language	Counts:	1		Revenues:	0
1894		All Languages All Genres:		Counts:	12		Revenues:	0
1894		Genre:	Comedy	Counts:	1		Revenues:	0
1894		Genre:	Documentary	Counts:	10		Revenues:	0
1894		Language:	No Language	Counts:	12		Revenues:	0
1895		All Languages All Genres:		Counts:	7		Revenues:	0
1895		Genre:	Comedy	Counts:	1		Revenues:	0
1895		Genre:	Documentary	Counts:	4		Revenues:	0
1895		Genre:	History	Counts:	1		Revenues:	0
1895		Language:	No Language	Counts:	7		Revenues:	0
1896		All Languages All Genres:		Counts:	13		Revenues:	0
1896		Genre:	Comedy	Counts:	1		Revenues:	0
1896		Genre:	Documentary	Counts:	6		Revenues:	0
1896		Genre:	Drama	Counts:	1		Revenues:	0
1896		Genre:	Fantasy	Counts:	1		Revenues:	0
1896		Genre:	Horror	Counts:	3		Revenues:	0
1896		Genre:	Romance	Counts:	1		Revenues:	0
1896		Language:	No Language	Counts:	13		Revenues:	0
1897		All Languages All Genres:		Counts:	5		Revenues:	0
1897		Genre:	Action	Counts:	1		Revenues:	0
1897		Genre:	Documentary	Counts:	1		Revenues:	0
1897		Genre:	Drama	Counts:	1		Revenues:	0
1897		Genre:	Fantasy	Counts:	1		Revenues:	0
1897		Genre:	History	Counts:	1		Revenues:	0
1897		Genre:	Horror	Counts:	1		Revenues:	0
1897		Genre:	War	Counts:	1		Revenues:	0
1897		Language:	No Language	Counts:	5		Revenues:	0
1898		All Languages All Genres:		Counts:	11		Revenues:	0
1898		Genre:	Comedy	Counts:	3		Revenues:	0
1898		Genre:	Documentary	Counts:	1		Revenues:	0
1898		Genre:	Drama	Counts:	1		Revenues:	0
1898		Genre:	Family	Counts:	1		Revenues:	0
1898		Genre:	Fantasy	Counts:	7		Revenues:	0
1898		Language:	No Language	Counts:	11		Revenues:	0
1899		All Languages All Genres:		Counts:	3		Revenues:	0
1899		Genre:	Comedy	Counts:	2		Revenues:	0
1899		Genre:	Family	Counts:	1		Revenues:	0
1899		Genre:	Fantasy	Counts:	3		Revenues:	0
1899		Genre:	Horror	Counts:	2		Revenues:	0
1899		Genre:	Science Fiction	Counts:	1		Revenues:	0
1899		Language:	No Language	Counts:	3		Revenues:	0
1900		All Languages All Genres:		Counts:	8		Revenues:	0
1900		Genre:	Action	Counts:	1		Revenues:	0
1900		Genre:	Comedy	Counts:	2		Revenues:	0
1900		Genre:	Documentary	Counts:	3		Revenues:	0
1900		Genre:	Drama	Counts:	1		Revenues:	0
1900		Genre:	Fantasy	Counts:	2		Revenues:	0
1900		Genre:	Romance	Counts:	2		Revenues:	0
1900		Genre:	Thriller	Counts:	1		Revenues:	0
1900		Language:	No Language	Counts:	8		Revenues:	0
1901		All Languages All Genres:		Counts:	6		Revenues:	0
1901		Genre:	Comedy	Counts:	4		Revenues:	0
1901		Genre:	Crime	Counts:	1		Revenues:	0
1901		Genre:	Documentary	Counts:	4		Revenues:	0
1901		Genre:	Drama	Counts:	1		Revenues:	0
1901		Genre:	Fantasy	Counts:	2		Revenues:	0
1901		Genre:	Horror	Counts:	1		Revenues:	0
1901		Genre:	Science Fiction	Counts:	1		Revenues:	0
1901		Language:	No Language	Counts:	6		Revenues:	0
1902		All Languages All Genres:		Counts:	1		Revenues:	0
1902		Genre:	Adventure	Counts:	2		Revenues:	0
1902		Genre:	Family	Counts:	1		Revenues:	0
1902		Genre:	Fantasy	Counts:	2		Revenues:	0
1902		Genre:	Science Fiction	Counts:	1		Revenues:	0
1902		Language:	Français	Counts:	1		Revenues:	0
1903		All Languages All Genres:		Counts:	10		Revenues:	0
1903		Genre:	Action	Counts:	2		Revenues:	0
1903		Genre:	Adventure	Counts:	2		Revenues:	0
1903		Genre:	Comedy	Counts:	5		Revenues:	0
1903		Genre:	Documentary	Counts:	2		Revenues:	0
1903		Genre:	Drama	Counts:	1		Revenues:	0
1903		Genre:	Fantasy	Counts:	9		Revenues:	0
1903		Genre:	Horror	Counts:	3		Revenues:	0
1903		Genre:	Music	Counts:	1		Revenues:	0
1903		Genre:	Western	Counts:	1		Revenues:	0
1903		Language:	English	Counts:	1		Revenues:	0
1903		Language:	No Language	Counts:	9		Revenues:	0
1904		All Languages All Genres:		Counts:	3		Revenues:	0
1904		Genre:	Adventure	Counts:	1		Revenues:	0
1904		Genre:	Comedy	Counts:	2		Revenues:	0
1904		Genre:	Documentary	Counts:	1		Revenues:	0
1904		Genre:	Fantasy	Counts:	2		Revenues:	0
1904		Genre:	Science Fiction	Counts:	1		Revenues:	0
1904		Language:	No Language	Counts:	3		Revenues:	0
1905		All Languages All Genres:		Counts:	3		Revenues:	0
1905		Genre:	Comedy	Counts:	1		Revenues:	0
1905		Genre:	Documentary	Counts:	1		Revenues:	0
1905		Genre:	Drama	Counts:	1		Revenues:	0
1905		Genre:	Fantasy	Counts:	2		Revenues:	0
1905		Language:	No Language	Counts:	3		Revenues:	0
1906		All Languages All Genres:		Counts:	7		Revenues:	0
1906		Genre:	Action	Counts:	1		Revenues:	0
1906		Genre:	Animation	Counts:	1		Revenues:	0
1906		Genre:	Comedy	Counts:	6		Revenues:	0
1906		Genre:	Crime	Counts:	2		Revenues:	0
1906		Genre:	Drama	Counts:	1		Revenues:	0
1906		Genre:	Fantasy	Counts:	4		Revenues:	0
1906		Genre:	History	Counts:	1		Revenues:	0
1906		Genre:	Horror	Counts:	1		Revenues:	0
1906		Genre:	Science Fiction	Counts:	1		Revenues:	0
1906		Language:	English	Counts:	1		Revenues:	0
1906		Language:	Français	Counts:	1		Revenues:	0
1906		Language:	No Language	Counts:	5		Revenues:	0
1907		All Languages All Genres:		Counts:	6		Revenues:	0
1907		Genre:	Comedy	Counts:	3		Revenues:	0
1907		Genre:	Fantasy	Counts:	3		Revenues:	0
1907		Genre:	Horror	Counts:	1		Revenues:	0
1907		Language:	No Language	Counts:	6		Revenues:	0
1908		All Languages All Genres:		Counts:	5		Revenues:	0
1908		Genre:	Animation	Counts:	2		Revenues:	0
1908		Genre:	Comedy	Counts:	3		Revenues:	0
1908		Genre:	Crime	Counts:	1		Revenues:	0
1908		Genre:	Fantasy	Counts:	1		Revenues:	0
1908		Genre:	Horror	Counts:	1		Revenues:	0
1908		Genre:	Science Fiction	Counts:	1		Revenues:	0
1908		Language:	No Language	Counts:	5		Revenues:	0
1909		All Languages All Genres:		Counts:	7		Revenues:	0
1909		Genre:	Action	Counts:	1		Revenues:	0
1909		Genre:	Comedy	Counts:	4		Revenues:	0
1909		Genre:	Documentary	Counts:	1		Revenues:	0
1909		Genre:	Drama	Counts:	4		Revenues:	0
1909		Genre:	Fantasy	Counts:	3		Revenues:	0
1909		Genre:	Horror	Counts:	2		Revenues:	0
1909		Genre:	Music	Counts:	1		Revenues:	0
1909		Genre:	Thriller	Counts:	1		Revenues:	0
1909		Language:	English	Counts:	1		Revenues:	0
1909		Language:	No Language	Counts:	6		Revenues:	0
1910		All Languages All Genres:		Counts:	5		Revenues:	0
1910		Genre:	Adventure	Counts:	2		Revenues:	0
1910		Genre:	Comedy	Counts:	1		Revenues:	0
1910		Genre:	Documentary	Counts:	1		Revenues:	0
1910		Genre:	Drama	Counts:	3		Revenues:	0
1910		Genre:	Fantasy	Counts:	2		Revenues:	0
1910		Genre:	Horror	Counts:	1		Revenues:	0
1910		Genre:	Science Fiction	Counts:	1		Revenues:	0
1910		Genre:	War	Counts:	1		Revenues:	0
1910		Language:	No Language	Counts:	5		Revenues:	0
1911		All Languages All Genres:		Counts:	4		Revenues:	0
1911		Genre:	Adventure	Counts:	1		Revenues:	0
1911		Genre:	Animation	Counts:	1		Revenues:	0
1911		Genre:	Comedy	Counts:	3		Revenues:	0
1911		Genre:	Drama	Counts:	1		Revenues:	0
1911		Genre:	Fantasy	Counts:	2		Revenues:	0
1911		Language:	English	Counts:	2		Revenues:	0
1911		Language:	Italiano	Counts:	1		Revenues:	0
1911		Language:	No Language	Counts:	1		Revenues:	0
1912		All Languages All Genres:		Counts:	7		Revenues:	0
1912		Genre:	Adventure	Counts:	1		Revenues:	0
1912		Genre:	Animation	Counts:	1		Revenues:	0
1912		Genre:	Comedy	Counts:	2		Revenues:	0
1912		Genre:	Crime	Counts:	1		Revenues:	0
1912		Genre:	Drama	Counts:	6		Revenues:	0
1912		Genre:	Fantasy	Counts:	1		Revenues:	0
1912		Genre:	History	Counts:	1		Revenues:	0
1912		Genre:	Science Fiction	Counts:	1		Revenues:	0
1912		Language:	English	Counts:	2		Revenues:	0
1912		Language:	Français	Counts:	1		Revenues:	0
1912		Language:	No Language	Counts:	3		Revenues:	0
1912		Language:	Pусский	Counts:	1		Revenues:	0
1913		All Languages All Genres:		Counts:	4		Revenues:	0
1913		Genre:	Action	Counts:	2		Revenues:	0
1913		Genre:	Crime	Counts:	3		Revenues:	0
1913		Genre:	Drama	Counts:	8		Revenues:	0
1913		Genre:	Horror	Counts:	1		Revenues:	0
1913		Genre:	Western	Counts:	1		Revenues:	0
1913		Language:	Français	Counts:	2		Revenues:	0
1913		Language:	No Language	Counts:	2		Revenues:	0
1914		All Languages All Genres:		Counts:	10		Revenues:	0
1914		Genre:	Animation	Counts:	1		Revenues:	0
1914		Genre:	Comedy	Counts:	10		Revenues:	0
1914		Genre:	Crime	Counts:	2		Revenues:	0
1914		Genre:	Drama	Counts:	9		Revenues:	0
1914		Genre:	Fantasy	Counts:	1		Revenues:	0
1914		Genre:	History	Counts:	2		Revenues:	0
1914		Genre:	Horror	Counts:	1		Revenues:	0
