1912		Genre:	Fantasy	0.0
1912		Genre:	History	0.0
1912		Genre:	Science Fiction	0.0
1912		Language:	English	0.0
1912		Language:	Français	0.0
1912		Language:	No Language	0.0
1912		Language:	Pусский	0.0
1913		Genre:	Action	0.0
1913		Genre:	Crime	0.0
1913		Genre:	Drama	0.0
1913		Genre:	Horror	0.0
1913		Genre:	Western	0.0
1913		Language:	Français	0.0
1913		Language:	No Language	0.0
1914		Genre:	Animation	0.0
1914		Genre:	Comedy	0.0
1914		Genre:	Crime	0.0
1914		Genre:	Drama	0.0
1914		Genre:	Fantasy	0.0
1914		Genre:	History	0.0
1914		Genre:	Horror	0.0
1914		Genre:	Mystery	0.0
1914		Genre:	Romance	0.0
1914		Genre:	Western	0.0
1914		Language:	English	0.0
1914		Language:	Français	0.0
1914		Language:	No Language	0.0
1915		Genre:	Action	0.0
1915		Genre:	Animation	0.0
1915		Genre:	Comedy	0.0
1915		Genre:	Crime	0.0
1915		Genre:	Drama	795526.07
1915		Genre:	Family	0.0
1915		Genre:	Fantasy	0.0
1915		Genre:	History	5500000.0
1915		Genre:	Romance	0.0
1915		Genre:	War	2750000.0
1915		Genre:	Western	0.0
1915		Language:	English	0.0
1915		Language:	Français	0.0
1915		Language:	Magyar	0.0
1915		Language:	No Language	2750000.0
1916		Genre:	Action	8000000.0
1916		Genre:	Adventure	4000000.0
1916		Genre:	Animation	0.0
1916		Genre:	Comedy	0.0
1916		Genre:	Crime	0.0
1916		Genre:	Drama	800000.0
1916		Genre:	Fantasy	0.0
1916		Genre:	Horror	0.0
1916		Genre:	Mystery	0.0
1916		Genre:	Romance	0.0
1916		Genre:	Science Fiction	8000000.0
1916		Genre:	Western	0.0
1916		Language:	Dansk	0.0
1916		Language:	English	888888.89
1916		Language:	No Language	0.0
1917		Genre:	Action	0.0
1917		Genre:	Comedy	0.0
1917		Genre:	Drama	0.0
1917		Genre:	Fantasy	0.0
1917		Genre:	Romance	0.0
1917		Genre:	Western	0.0
1917		Language:	English	0.0
1917		Language:	No Language	0.0
1918		Genre:	Comedy	1333333.33
1918		Genre:	Drama	727272.73
1918		Genre:	Fantasy	0.0
1918		Genre:	History	0.0
1918		Genre:	Romance	0.0
1918		Genre:	War	0.0
1918		Language:	Deutsch	0.0
1918		Language:	English	2000000.0
1918		Language:	No Language	0.0
1918		Language:	Pусский	0.0
1919		Genre:	Action	0.0
1919		Genre:	Adventure	0.0
1919		Genre:	Comedy	0.0
1919		Genre:	Documentary	0.0
1919		Genre:	Drama	0.0
1919		Genre:	History	0.0
1919		Genre:	Romance	0.0
1919		Genre:	War	0.0
1919		Genre:	Western	0.0
1919		Language:	Deutsch	0.0
1919		Language:	English	0.0
1919		Language:	No Language	0.0
1919		Language:	svenska	0.0
1920		Genre:	Action	0.0
1920		Genre:	Adventure	0.0
1920		Genre:	Comedy	0.0
1920		Genre:	Crime	0.0
1920		Genre:	Drama	0.0
1920		Genre:	History	0.0
1920		Genre:	Horror	0.0
1920		Genre:	Romance	0.0
1920		Genre:	Science Fiction	0.0
1920		Genre:	Thriller	0.0
1920		Genre:	Western	0.0
1920		Language:	Deutsch	0.0
1920		Language:	English	0.0
1920		Language:	No Language	0.0
1920		Language:	svenska	0.0
1921		Genre:	Action	0.0
1921		Genre:	Adventure	0.0
1921		Genre:	Animation	0.0
1921		Genre:	Comedy	147058.82
1921		Genre:	Crime	0.0
1921		Genre:	Drama	138888.89
1921		Genre:	Fantasy	0.0
1921		Genre:	History	0.0
1921		Genre:	Horror	0.0
1921		Genre:	Romance	0.0
1921		Genre:	Thriller	0.0
1921		Genre:	War	0.0
1921		Language:	Deutsch	0.0
1921		Language:	English	0.0
1921		Language:	No Language	500000.0
1922		Genre:	Action	0.0
1922		Genre:	Adventure	0.0
1922		Genre:	Animation	0.0
1922		Genre:	Comedy	0.0
1922		Genre:	Crime	0.0
1922		Genre:	Documentary	0.0
1922		Genre:	Drama	33350.0
1922		Genre:	Family	0.0
1922		Genre:	Fantasy	0.0
1922		Genre:	History	0.0
1922		Genre:	Horror	0.0
1922		Genre:	Mystery	0.0
1922		Genre:	Romance	0.0
1922		Genre:	Thriller	0.0
1922		Genre:	Western	0.0
1922		Language:	Deutsch	0.0
1922		Language:	English	0.0
1922		Language:	No Language	133400.0
1922		Language:	ქართული	0.0
1923		Genre:	Adventure	0.0
1923		Genre:	Animation	0.0
1923		Genre:	Comedy	62.3
1923		Genre:	Drama	0.0
1923		Genre:	Family	0.0
1923		Genre:	Fantasy	0.0
1923		Genre:	Horror	0.0
1923		Genre:	Romance	103.83
1923		Genre:	Thriller	0.0
1923		Language:	English	0.0
1923		Language:	Français	0.0
1923		Language:	No Language	69.22
1924		Genre:	Action	404626.67
1924		Genre:	Adventure	202313.33
1924		Genre:	Animation	0.0
1924		Genre:	Comedy	0.0
1924		Genre:	Crime	0.0
1924		Genre:	Documentary	0.0
1924		Genre:	Drama	57803.81
1924		Genre:	Family	1213880.0
1924		Genre:	Fantasy	173411.43
1924		Genre:	History	0.0
1924		Genre:	Horror	0.0
1924		Genre:	Mystery	0.0
1924		Genre:	Romance	0.0
1924		Genre:	Science Fiction	0.0
1924		Genre:	Thriller	0.0
1924		Genre:	Western	0.0
1924		Language:	Deutsch	0.0
1924		Language:	English	0.0
1924		Language:	Français	0.0
1924		Language:	No Language	303470.0
1924		Language:	Pусский	0.0
1925		Genre:	Action	0.0
1925		Genre:	Adventure	2300000.0
1925		Genre:	Animation	0.0
1925		Genre:	Comedy	166666.67
1925		Genre:	Crime	234666.67
1925		Genre:	Documentary	0.0
1925		Genre:	Drama	1489091.35
1925		Genre:	Family	0.0
1925		Genre:	Fantasy	0.0
1925		Genre:	History	45100.0
1925		Genre:	Horror	0.0
1925		Genre:	Romance	2270400.1
1925		Genre:	Science Fiction	0.0
1925		Genre:	War	11000000.0
1925		Genre:	Western	0.0
1925		Language:		0.0
1925		Language:	Dansk	0.0
1925		Language:	Deutsch	0.0
1925		Language:	English	958333.33
1925		Language:	Français	0.0
1925		Language:	No Language	0.0
1925		Language:	Pусский	22550.0
1926		Genre:	Action	0.0
1926		Genre:	Adventure	0.0
1926		Genre:	Animation	0.0
1926		Genre:	Comedy	0.0
1926		Genre:	Crime	0.0
1926		Genre:	Documentary	0.0
1926		Genre:	Drama	52415.42
1926		Genre:	Fantasy	0.0
1926		Genre:	History	0.0
1926		Genre:	Horror	0.0
1926		Genre:	Mystery	0.0
1926		Genre:	Romance	41125.0
1926		Genre:	Thriller	0.0
1926		Genre:	War	0.0
1926		Genre:	Western	0.0
1926		Language:	Deutsch	0.0
1926		Language:	English	69062.71
1926		Language:	Français	0.0
1926		Language:	No Language	0.0
1926		Language:	Pусский	0.0
1926		Language:	日本語	0.0
1927		Genre:	Action	0.0
1927		Genre:	Adventure	0.0
1927		Genre:	Comedy	93432.45
1927		Genre:	Crime	0.0
1927		Genre:	Documentary	0.0
1927		Genre:	Drama	55943.33
1927		Genre:	History	0.0
1927		Genre:	Horror	0.0
1927		Genre:	Music	0.0
1927		Genre:	Mystery	0.0
1927		Genre:	Romance	64242.38
1927		Genre:	Science Fiction	650422.0
1927		Genre:	Thriller	0.0
1927		Genre:	War	0.0
1927		Language:	Deutsch	0.0
1927		Language:	English	93432.45
1927		Language:	No Language	108423.83
1927		Language:	Pусский	0.0
1928		Genre:	Action	0.0
1928		Genre:	Adventure	198850.33
1928		Genre:	Animation	0.0
1928		Genre:	Comedy	6.06
1928		Genre:	Crime	400000.0
1928		Genre:	Documentary	0.0
1928		Genre:	Drama	60392.18
1928		Genre:	Family	0.0
1928		Genre:	Fantasy	0.0
1928		Genre:	History	0.0
1928		Genre:	Horror	0.0
1928		Genre:	Mystery	460500.0
1928		Genre:	Romance	0.0
1928		Genre:	Science Fiction	0.0
1928		Genre:	Thriller	0.0
1928		Genre:	War	0.0
1928		Genre:	Western	0.0
1928		Language:	English	101000.0
1928		Language:	Français	0.0
1928		Language:	No Language	7.46
1928		Language:	Pусский	0.0
1929		Genre:	Action	0.0
1929		Genre:	Adventure	0.0
1929		Genre:	Animation	0.0
1929		Genre:	Comedy	0.0
1929		Genre:	Crime	0.0
1929		Genre:	Documentary	0.0
1929		Genre:	Drama	92723.4
1929		Genre:	Family	0.0
1929		Genre:	Fantasy	0.0
1929		Genre:	History	0.0
1929		Genre:	Music	622571.43
1929		Genre:	Mystery	0.0
1929		Genre:	Romance	242111.11
1929		Genre:	Science Fiction	0.0
1929		Genre:	Thriller	0.0
1929		Genre:	War	0.0
1929		Genre:	Western	0.0
1929		Language:	Deutsch	0.0
1929		Language:	English	103761.9
1929		Language:	No Language	0.0
1929		Language:	Pусский	0.0
1929		Language:	Český	0.0
1929		Language:	ქართული	0.0
1929		Language:	suomi	0.0
1930		Genre:	Action	2000000.0
1930		Genre:	Adventure	0.0
1930		Genre:	Animation	0.0
1930		Genre:	Comedy	233.53
1930		Genre:	Crime	0.0
1930		Genre:	Documentary	0.0
1930		Genre:	Drama	170381.7
1930		Genre:	Fantasy	0.0
1930		Genre:	History	4000000.0
1930		Genre:	Music	0.0
1930		Genre:	Mystery	0.0
1930		Genre:	Romance	294.07
1930		Genre:	Science Fiction	0.0
1930		Genre:	Thriller	0.0
1930		Genre:	War	0.0
1930		Genre:	Western	0.0
1930		Language:	Deutsch	0.0
1930		Language:	English	0.0
1930		Language:	Français	2000000.0
1930		Language:	No Language	1985.0
1930		Language:	Український	0.0
1930		Language:	العربية	0.0
1930		Language:	日本語	0.0
1931		Genre:	Action	202454.55
1931		Genre:	Adventure	0.0
1931		Genre:	Animation	0.0
1931		Genre:	Comedy	661.41
1931		Genre:	Crime	0.0
1931		Genre:	Documentary	0.0
1931		Genre:	Drama	206466.39
1931		Genre:	Family	0.0
1931		Genre:	History	0.0
1931		Genre:	Horror	2602437.8
1931		Genre:	Music	0.0
1931		Genre:	Mystery	0.0
1931		Genre:	Romance	70193.16
1931		Genre:	Science Fiction	6000000.0
1931		Genre:	Thriller	318142.86
1931		Genre:	War	0.0
1931		Genre:	Western	0.0
1931		Language:	Deutsch	0.0
1931		Language:	English	195620.13
1931		Language:	Français	0.0
1931		Language:	Pусский	0.0
1931		Language:	Português	0.0
1931		Language:	广州话 / 廣州話	0.0
1931		Language:	日本語	0.0
1932		Genre:	Action	66666.67
1932		Genre:	Adventure	66666.67
1932		Genre:	Animation	0.0
1932		Genre:	Comedy	0.0
1932		Genre:	Crime	33333.33
1932		Genre:	Drama	38951.83
1932		Genre:	Family	0.0
1932		Genre:	Fantasy	0.0
1932		Genre:	History	0.0
1932		Genre:	Horror	0.0
1932		Genre:	Music	0.0
1932		Genre:	Mystery	0.0
1932		Genre:	Romance	70109.46
1932		Genre:	Science Fiction	0.0
1932		Genre:	Thriller	54545.45
1932		Genre:	War	10.0
1932		Genre:	Western	0.0
1932		Language:		0.0
1932		Language:	Dansk	0.0
1932		Language:	Deutsch	0.0
1932		Language:	English	28518.3
1932		Language:	Français	0.0
1932		Language:	No Language	0.0
1932		Language:	Pусский	0.0
1932		Language:	العربية	0.0
1932		Language:	广州话 / 廣州話	0.0
1932		Language:	日本語	0.0
1933		Genre:	Action	588235.29
1933		Genre:	Adventure	1250000.0
1933		Genre:	Animation	0.0
1933		Genre:	Comedy	166613.64
1933		Genre:	Crime	0.0
1933		Genre:	Documentary	0.0
1933		Genre:	Drama	262857.14
1933		Genre:	Family	0.0
1933		Genre:	Fantasy	0.0
1933		Genre:	History	870000.0
1933		Genre:	Horror	909090.91
1933		Genre:	Music	285125.0
1933		Genre:	Mystery	0.0
1933		Genre:	Romance	175931.82
1933		Genre:	Science Fiction	0.0
1933		Genre:	Thriller	0.0
1933		Genre:	War	0.0
1933		Genre:	Western	0.0
1933		Language:	Deutsch	0.0
1933		Language:	English	227859.5
1933		Language:	Español	0.0
1933		Language:	Français	0.0
1933		Language:	Pусский	0.0
1933		Language:	Português	0.0
1933		Language:	日本語	0.0
1934		Genre:	Action	0.0
1934		Genre:	Adventure	0.0
1934		Genre:	Animation	0.0
1934		Genre:	Comedy	137744.19
1934		Genre:	Crime	101642.86
1934		Genre:	Documentary	0.0
1934		Genre:	Drama	14933.33
1934		Genre:	Family	0.0
1934		Genre:	Fantasy	0.0
1934		Genre:	History	0.0
1934		Genre:	Horror	0.0
1934		Genre:	Music	0.0
1934		Genre:	Mystery	142300.0
1934		Genre:	Romance	133809.52
1934		Genre:	Science Fiction	0.0
1934		Genre:	Thriller	0.0
1934		Genre:	War	0.0
1934		Genre:	Western	0.0
1934		Language:	Deutsch	0.0
1934		Language:	English	63450.45
1934		Language:	Español	0.0
1934		Language:	Français	0.0
1934		Language:	Italiano	0.0
1934		Language:	No Language	0.0
1934		Language:	Pусский	0.0
1934		Language:	日本語	0.0
1934		Language:	普通话	0.0
1935		Genre:	Action	0.0
1935		Genre:	Adventure	318571.43
1935		Genre:	Animation	0.0
1935		Genre:	Comedy	58233.29
1935		Genre:	Crime	0.0
1935		Genre:	Documentary	0.0
1935		Genre:	Drama	102223.88
1935		Genre:	Family	0.0
1935		Genre:	Fantasy	0.0
1935		Genre:	History	743333.33
1935		Genre:	Horror	0.0
1935		Genre:	Music	355777.78
1935		Genre:	Mystery	59.36
1935		Genre:	Romance	197865.89
1935		Genre:	Science Fiction	0.0
1935		Genre:	Thriller	0.0
1935		Genre:	War	0.0
1935		Genre:	Western	0.0
1935		Language:	Deutsch	0.0
1935		Language:	English	88954.26
1935		Language:	Español	0.0
1935		Language:	Français	0.0
1935		Language:	Italiano	0.0
1935		Language:	Latin	0.0
1935		Language:	No Language	0.0
1935		Language:	Pусский	0.0
1935		Language:	Polski	0.0
1935		Language:	日本語	0.0
1935		Language:	svenska	0.0
1936		Genre:	Action	342000.0
1936		Genre:	Adventure	342000.0
1936		Genre:	Animation	0.0
1936		Genre:	Comedy	205555.56
1936		Genre:	Crime	0.0
1936		Genre:	Documentary	0.0
1936		Genre:	Drama	278929.58
1936		Genre:	Family	0.0
1936		Genre:	Fantasy	0.0
1936		Genre:	History	329500.0
1936		Genre:	Horror	0.0
1936		Genre:	Music	414368.42
1936		Genre:	Mystery	0.0
1936		Genre:	Romance	187452.38
1936		Genre:	Science Fiction	0.0
1936		Genre:	Thriller	0.0
1936		Genre:	War	547200.0
1936		Genre:	Western	0.0
1936		Language:	Deutsch	0.0
1936		Language:	English	193137.93
1936		Language:	Español	0.0
1936		Language:	Français	0.0
1936		Language:	Pусский	0.0
1936		Language:	العربية	0.0
1936		Language:	日本語	0.0
1936		Language:	普通话	0.0
1936		Language:	suomi	0.0
1937		Genre:	Action	11841.23
1937		Genre:	Adventure	0.0
1937		Genre:	Animation	23115685.75
1937		Genre:	Comedy	0.0
1937		Genre:	Crime	7330.29
1937		Genre:	Documentary	0.0
1937		Genre:	Drama	1854.65
1937		Genre:	Family	20547276.22
1937		Genre:	Fantasy	30820914.33
1937		Genre:	History	0.0
1937		Genre:	Music	0.0
1937		Genre:	Mystery	0.0
1937		Genre:	Romance	2904.45
1937		Genre:	Thriller	0.0
1937		Genre:	War	0.0
1937		Genre:	Western	0.0
1937		Language:	Deutsch	0.0
1937		Language:	English	1479403.89
1937		Language:	Español	0.0
1937		Language:	Français	19242.0
1937		Language:	Pусский	0.0
1937		Language:	日本語	0.0
1937		Language:	普通话	0.0
1937		Language:	suomi	0.0
1938		Genre:	Action	442333.33
1938		Genre:	Adventure	331750.0
1938		Genre:	Animation	0.0
1938		Genre:	Comedy	145747.08
1938		Genre:	Crime	0.0
1938		Genre:	Documentary	0.0
1938		Genre:	Drama	64516.13
1938		Genre:	Family	0.0
1938		Genre:	Fantasy	0.0
1938		Genre:	History	0.0
1938		Genre:	Horror	0.0
1938		Genre:	Music	363636.36
1938		Genre:	Mystery	0.0
1938		Genre:	Romance	375953.68
1938		Genre:	Science Fiction	0.0
1938		Genre:	Thriller	0.0
1938		Genre:	War	0.0
1938		Genre:	Western	0.0
1938		Language:	Deutsch	0.0
1938		Language:	English	155697.99
1938		Language:	Español	0.0
1938		Language:	Français	0.0
1938		Language:	Italiano	0.0
1938		Language:	Pусский	0.0
1938		Language:	日本語	0.0
1938		Language:	suomi	0.0
1938		Language:	svenska	0.0
1939		Genre:	Action	0.0
1939		Genre:	Adventure	1834669.68
1939		Genre:	Animation	0.0
1939		Genre:	Comedy	362794.87
1939		Genre:	Crime	0.0
1939		Genre:	Documentary	0.0
1939		Genre:	Drama	5722867.49
1939		Genre:	Family	6750993.4
1939		Genre:	Fantasy	8438741.75
1939		Genre:	History	0.0
1939		Genre:	Horror	0.0
1939		Genre:	Music	0.0
1939		Genre:	Mystery	0.0
1939		Genre:	Romance	10319370.74
1939		Genre:	Science Fiction	0.0
1939		Genre:	Thriller	0.0
1939		Genre:	War	44464051.0
1939		Genre:	Western	91979.75
1939		Language:		0.0
1939		Language:	English	3872277.44
1939		Language:	Español	0.0
1939		Language:	Français	0.0
1939		Language:	Pусский	0.0
1939		Language:	العربية	0.0
1939		Language:	日本語	0.0
1940		Genre:	Action	0.0
1940		Genre:	Adventure	833818.18
1940		Genre:	Animation	55873333.33
1940		Genre:	Comedy	207547.17
1940		Genre:	Crime	0.0
1940		Genre:	Documentary	0.0
1940		Genre:	Drama	189650.0
1940		Genre:	Family	20952500.0
1940		Genre:	Fantasy	0.0
1940		Genre:	History	0.0
1940		Genre:	Horror	0.0
1940		Genre:	Music	8332000.0
1940		Genre:	Mystery	400000.0
1940		Genre:	Romance	218380.95
1940		Genre:	Science Fiction	0.0
1940		Genre:	Thriller	0.0
1940		Genre:	War	0.0
1940		Genre:	Western	0.0
1940		Language:	Deutsch	0.0
1940		Language:	English	1490707.69
1940		Language:	Español	0.0
1940		Language:	Français	0.0
1940		Language:	Nederlands	0.0
1940		Language:	No Language	0.0
1940		Language:	Pусский	0.0
1940		Language:	suomi	0.0
1940		Language:	svenska	0.0
1941		Genre:	Action	2337412.14
1941		Genre:	Adventure	0.0
1941		Genre:	Animation	266666.67
1941		Genre:	Comedy	0.0
1941		Genre:	Crime	71428.57
1941		Genre:	Drama	712180.61
1941		Genre:	Family	400000.0
1941		Genre:	Fantasy	0.0
1941		Genre:	History	5453961.67
1941		Genre:	Horror	0.0
1941		Genre:	Music	0.0
1941		Genre:	Mystery	1794854.62
1941		Genre:	Romance	0.0
1941		Genre:	Science Fiction	0.0
1941		Genre:	Thriller	323529.41
1941		Genre:	War	1487444.09
1941		Genre:	Western	0.0
1941		Language:	Deutsch	0.0
1941		Language:	English	418091.74
1941		Language:	Español	0.0
1941		Language:	Français	0.0
1941		Language:	Italiano	0.0
1941		Language:	Pусский	0.0
1941		Language:	Português	0.0
1941		Language:	日本語	0.0
1941		Language:	suomi	0.0
1942		Genre:	Action	0.0
1942		Genre:	Adventure	104000.0
1942		Genre:	Animation	38206735.71
1942		Genre:	Comedy	22127.66
1942		Genre:	Crime	0.0
1942		Genre:	Documentary	0.0
1942		Genre:	Drama	4344647.1
1942		Genre:	Family	44574525.0
1942		Genre:	Fantasy	0.0
1942		Genre:	History	0.0
1942		Genre:	Horror	444444.44
1942		Genre:	Music	437100.0
1942		Genre:	Mystery	0.0
1942		Genre:	Romance	683104.65
1942		Genre:	Science Fiction	520000.0
1942		Genre:	Thriller	222222.22
1942		Genre:	War	559230.77
1942		Genre:	Western	0.0
1942		Language:	Deutsch	2092500.0
1942		Language:	English	2366596.28
1942		Language:	Español	0.0
1942		Language:	Français	0.0
1942		Language:	Italiano	0.0
1942		Language:	Magyar	0.0
1942		Language:	Nederlands	0.0
1942		Language:	Norsk	0.0
1942		Language:	Português	0.0
1942		Language:	Český	4000000.0
1942		Language:	日本語	0.0
1943		Genre:	Action	0.0
1943		Genre:	Adventure	0.0
1943		Genre:	Animation	0.0
1943		Genre:	Comedy	0.0
1943		Genre:	Crime	0.0
1943		Genre:	Documentary	0.0
1943		Genre:	Drama	0.0
1943		Genre:	Family	0.0
1943		Genre:	Fantasy	229517.71
1943		Genre:	History	0.0
1943		Genre:	Horror	0.0
1943		Genre:	Music	94507.29
1943		Genre:	Mystery	0.0
1943		Genre:	Romance	0.0
1943		Genre:	Science Fiction	0.0
1943		Genre:	Thriller	60000.0
1943		Genre:	War	35294.12
1943		Genre:	Western	0.0
1943		Language:	Dansk	0.0
1943		Language:	Deutsch	0.0
1943		Language:	English	23988.24
1943		Language:	Español	0.0
1943		Language:	Français	0.0
1943		Language:	Italiano	0.0
1943		Language:	No Language	0.0
1943		Language:	עִבְרִית	0.0
1943		Language:	العربية	0.0
1943		Language:	日本語	0.0
1944		Genre:	Action	456250.0
1944		Genre:	Adventure	521428.57
1944		Genre:	Animation	0.0
1944		Genre:	Comedy	610315.79
1944		Genre:	Crime	0.0
1944		Genre:	Documentary	0.0
1944		Genre:	Drama	441847.22
1944		Genre:	Family	0.0
1944		Genre:	Fantasy	0.0
1944		Genre:	History	333333.33
1944		Genre:	Horror	0.0
1944		Genre:	Music	1481882.35
1944		Genre:	Mystery	236842.11
1944		Genre:	Romance	407888.89
1944		Genre:	Science Fiction	0.0
1944		Genre:	Thriller	256250.0
1944		Genre:	War	346653.85
1944		Genre:	Western	0.0
1944		Language:	Deutsch	0.0
1944		Language:	English	351863.64
1944		Language:	Español	0.0
1944		Language:	Français	0.0
1944		Language:	Italiano	0.0
1944		Language:	No Language	0.0
1944		Language:	日本語	0.0
1944		Language:	普通话	0.0
1944		Language:	suomi	0.0
1944		Language:	svenska	0.0
1945		Genre:	Action	0.0
1945		Genre:	Adventure	0.0
1945		Genre:	Animation	0.0
1945		Genre:	Comedy	0.0
1945		Genre:	Crime	331647.06
1945		Genre:	Documentary	0.0
1945		Genre:	Drama	803075.86
1945		Genre:	Family	7100000.0
1945		Genre:	Fantasy	0.0
1945		Genre:	History	0.0
1945		Genre:	Horror	0.0
1945		Genre:	Music	0.0
1945		Genre:	Mystery	318181.82
1945		Genre:	Romance	0.0
1945		Genre:	Science Fiction	0.0
1945		Genre:	Thriller	291666.67
1945		Genre:	War	0.0
1945		Genre:	Western	0.0
1945		Language:	Dansk	0.0
1945		Language:	Deutsch	0.0
1945		Language:	English	479146.1
1945		Language:	Español	0.0
1945		Language:	Français	0.0
1945		Language:	Italiano	0.0
1945		Language:	Pусский	0.0
